Protein_ID,Type,Method,Count
2py1,prot,NMR,1
2ql0,prot,NMR,1
2qmv,prot,NMR,1
2r63,prot,NMR,1
2rel,prot,NMR,1
2rgf,prot,NMR,1
2rlf,prot,NMR,1
2rlg,prot,NMR,1
2rlh,prot,NMR,1
2rli,prot,NMR,1
2rlj,prot,NMR,1
2rlk,prot,NMR,1
2rll,prot,NMR,1
2rlo,prot,NMR,1
2rlp,prot,NMR,1
2rlq,prot,NMR,1
2rlt,prot,NMR,1
2rlw,prot,NMR,1
2rly,prot,NMR,1
2rlz,prot,NMR,1
2rm0,prot,NMR,1
2rm4,prot,NMR,1
2rm5,prot,NMR,1
2rm6,prot,NMR,1
2rm8,prot,NMR,1
2rm9,prot,NMR,1
2rmd,prot,NMR,1
2rme,prot,NMR,1
2rmf,prot,NMR,1
2rmg,prot,NMR,1
2rmh,prot,NMR,1
2rmi,prot,NMR,1
2rmj,prot,NMR,1
2rmk,prot,NMR,1
2rml,prot,NMR,1
2rmm,prot,NMR,1
2rmn,prot,NMR,1
2rmo,prot,NMR,1
2rmr,prot,NMR,1
2rms,prot,NMR,1
2rmv,prot,NMR,1
2rmw,prot,NMR,1
2rmx,prot,NMR,1
2rmy,prot,NMR,1
2rmz,prot,NMR,1
2rn0,prot,NMR,1
2rn4,prot,NMR,1
2rn5,prot,NMR,1
2rn7,prot,NMR,1
2rn8,prot,NMR,1
2rn9,prot,NMR,1
2rna,prot,NMR,1
2rnb,prot,NMR,1
2rnd,prot,NMR,1
2rne,prot,NMR,1
2rng,prot,NMR,1
2rnj,prot,NMR,1
2rnk,prot,NMR,1
2rnl,prot,NMR,1
2rnm,prot,NMR,1
2rnn,prot,NMR,1
2rno,prot,NMR,1
2rnq,prot,NMR,1
2rnr,prot,NMR,1
2rnw,prot,NMR,1
2rnx,prot,NMR,1
2rny,prot,NMR,1
2rnz,prot,NMR,1
2ro0,prot,NMR,1
2ro1,prot,NMR,1
2ro3,prot,NMR,1
2ro4,prot,NMR,1
2ro5,prot,NMR,1
2ro8,prot,NMR,1
2ro9,prot,NMR,1
2roa,prot,NMR,1
2rob,prot,NMR,1
2roc,prot,NMR,1
2rod,prot,NMR,1
2roe,prot,NMR,1
2rog,prot,NMR,1
2roh,prot,NMR,1
2rok,prot,NMR,1
2rol,prot,NMR,1
2ron,prot,NMR,1
2roo,prot,NMR,1
2rop,prot,NMR,1
2roq,prot,NMR,1
2ror,prot,NMR,1
2rot,prot,NMR,1
2rov,prot,NMR,1
2row,prot,NMR,1
2roz,prot,NMR,1
2rp3,prot,NMR,1
2rp4,prot,NMR,1
2rp5,prot,NMR,1
2rpa,prot,NMR,1
2rpb,prot,NMR,1
2rpc,prot,NMR,1
2rpi,prot,NMR,1
2rpj,prot,NMR,1
2rpn,prot,NMR,1
2rpp,prot,NMR,1
2rpq,prot,NMR,1
2rpr,prot,NMR,1
2rps,prot,NMR,1
2rpv,prot,NMR,1
2rpw,prot,NMR,1
2rpz,prot,NMR,1
2rq0,prot,NMR,1
2rq1,prot,NMR,1
2rq2,prot,NMR,1
2rq4,prot,NMR,1
2rq5,prot,NMR,1
2rq6,prot,NMR,1
2rq7,prot,NMR,1
2rq8,prot,NMR,1
2rq9,prot,NMR,1
2rqa,prot,NMR,1
2rqb,prot,NMR,1
2rqe,prot,NMR,1
2rqf,prot,NMR,1
2rqg,prot,NMR,1
2rqh,prot,NMR,1
2rqk,prot,NMR,1
2rql,prot,NMR,1
2rqm,prot,NMR,1
2rqo,prot,NMR,1
2rqp,prot,NMR,1
2rqq,prot,NMR,1
2rqr,prot,NMR,1
2rqs,prot,NMR,1
2rqt,prot,NMR,1
2rqu,prot,NMR,1
2rqv,prot,NMR,1
2rqw,prot,NMR,1
2rqx,prot,NMR,1
2rqy,prot,NMR,1
2rqz,prot,NMR,1
2rr0,prot,NMR,1
2rr2,prot,NMR,1
2rr3,prot,NMR,1
2rr4,prot,NMR,1
2rr6,prot,NMR,1
2rr7,prot,NMR,1
2rr8,prot,NMR,1
2rr9,prot,NMR,1
2rrb,prot,NMR,1
2rrd,prot,NMR,1
2rre,prot,NMR,1
2rrf,prot,NMR,1
2rrh,prot,NMR,1
2rri,prot,NMR,1
2rrk,prot,NMR,1
2rrl,prot,NMR,1
2rrm,prot,NMR,1
2rrn,prot,NMR,1
2rrs,prot,NMR,1
2rrt,prot,NMR,1
2rru,prot,NMR,1
2rs4,prot,NMR,1
2rs6,prot,NMR,1
2rs7,prot,NMR,1
2rs8,prot,NMR,1
2rs9,prot,NMR,1
2rsc,prot,NMR,1
2rsd,prot,NMR,1
2rse,prot,NMR,1
2rsf,prot,NMR,1
2rsg,prot,NMR,1
2rsh,prot,NMR,1
2rsi,prot,NMR,1
2rsj,prot,NMR,1
2rsm,prot,NMR,1
2rsn,prot,NMR,1
2rso,prot,NMR,1
2rsq,prot,NMR,1
2rst,prot,NMR,1
2rsu,prot,NMR,1
2rsv,prot,NMR,1
2rsw,prot,NMR,1
2rsx,prot,NMR,1
2rsy,prot,NMR,1
2rt3,prot,NMR,1
2rt4,prot,NMR,1
2rt5,prot,NMR,1
2rt6,prot,NMR,1
2rt9,prot,NMR,1
2rts,prot,NMR,1
2rtt,prot,NMR,1
2rtu,prot,NMR,1
2rtv,prot,NMR,1
2rtx,prot,NMR,1
2rty,prot,NMR,1
2rtz,prot,NMR,1
2ru0,prot,NMR,1
2ru1,prot,NMR,1
2ru2,prot,NMR,1
2ru4,prot,NMR,1
2ru5,prot,NMR,1
2ru6,prot,NMR,1
2ru8,prot,NMR,1
2ru9,prot,NMR,1
2ruc,prot,NMR,1
2rud,prot,NMR,1
2rue,prot,NMR,1
2ruf,prot,NMR,1
2rug,prot,NMR,1
2ruh,prot,NMR,1
2rui,prot,NMR,1
2ruj,prot,NMR,1
2ruk,prot,NMR,1
2rum,prot,NMR,1
2run,prot,NMR,1
2ruo,prot,NMR,1
2rup,prot,NMR,1
2ruq,prot,NMR,1
2rur,prot,NMR,1
2rut,prot,NMR,1
2ruu,prot,NMR,1
2ruv,prot,NMR,1
2ruw,prot,NMR,1
2rux,prot,NMR,1
2ruy,prot,NMR,1
2ruz,prot,NMR,1
2rv0,prot,NMR,1
2rv1,prot,NMR,1
2rv2,prot,NMR,1
2rv3,prot,NMR,1
2rv4,prot,NMR,1
2rv5,prot,NMR,1
2rv6,prot,NMR,1
2rv7,prot,NMR,1
2rv8,prot,NMR,1
2rv9,prot,NMR,1
2rva,prot,NMR,1
2rvb,prot,NMR,1
2rvc,prot,NMR,1
2rvd,prot,NMR,1
2rvf,prot,NMR,1
2rvh,prot,NMR,1
2rvj,prot,NMR,1
2rvk,prot,NMR,1
2rvl,prot,NMR,1
2rvm,prot,NMR,1
2rvn,prot,NMR,1
2rvq,prot,NMR,1
2sdf,prot,NMR,1
2sh1,prot,NMR,1
2sob,prot,NMR,1
2soc,prot,NMR,1
2spz,prot,NMR,1
2srt,prot,NMR,1
2sxl,prot,NMR,1
2tbd,prot,NMR,1
2tgf,prot,NMR,1
2tmp,prot,NMR,1
2u1a,prot,NMR,1
2u2f,prot,NMR,1
2uvs,prot,NMR,1
2uwq,prot,NMR,1
2uz5,prot,NMR,1
2uzg,prot,NMR,1
2v0e,prot,NMR,1
2v0f,prot,NMR,1
2v1n,prot,NMR,1
2v1v,prot,NMR,1
2v31,prot,NMR,1
2v37,prot,NMR,1
2v6z,prot,NMR,1
2v93,prot,NMR,1
2v9h,prot,NMR,1
2vb5,prot,NMR,1
2vcd,prot,NMR,1
2vda,prot,NMR,1
2ver,prot,NMR,1
2vgh,prot,NMR,1
2vik,prot,NMR,1
2vil,prot,NMR,1
2vkc,prot,NMR,1
2vrd,prot,NMR,1
2vrg,prot,NMR,1
2vxd,prot,NMR,1
2vxe,prot,NMR,1
2vxf,prot,NMR,1
2vy4,prot,NMR,1
2vy5,prot,NMR,1
2w0n,prot,NMR,1
2w0t,prot,NMR,1
2w1o,prot,NMR,1
2w84,prot,NMR,1
2w85,prot,NMR,1
2w9o,prot,NMR,1
2w9u,prot,NMR,1
2w9v,prot,NMR,1
2w9w,prot,NMR,1
2wbr,prot,NMR,1
2wc2,prot,NMR,1
2wcy,prot,NMR,1
2wgn,prot,NMR,1
2wgo,prot,NMR,1
2wh9,prot,NMR,1
2wnm,prot,NMR,1
2wqg,prot,NMR,1
2wwv,prot,NMR,1
2wxc,prot,NMR,1
2wy2,prot,NMR,1
2x43,prot,NMR,1
2x8n,prot,NMR,1
2xa6,prot,NMR,1
2xbd,prot,NMR,1
2xdf,prot,NMR,1
2xdi,prot,NMR,1
2xk0,prot,NMR,1
2xkm,prot,NMR,1
2xks,prot,NMR,1
2xku,prot,NMR,1
2xl1,prot,NMR,1
2xnf,prot,NMR,1
2xv9,prot,NMR,1
2xxs,prot,NMR,1
2xy8,prot,NMR,1
2y1s,prot,NMR,1
2y4q,prot,NMR,1
2y4w,prot,NMR,1
2y9t,prot,NMR,1
2yen,prot,NMR,1
2yh0,prot,NMR,1
2yhh,prot,NMR,1
2yka,prot,NMR,1
2ymj,prot,NMR,1
2yom,prot,NMR,1
2yon,prot,NMR,1
2yqd,prot,NMR,1
2yqe,prot,NMR,1
2yqf,prot,NMR,1
2yqg,prot,NMR,1
2yqi,prot,NMR,1
2yqk,prot,NMR,1
2yql,prot,NMR,1
2yqm,prot,NMR,1
2yqp,prot,NMR,1
2yqq,prot,NMR,1
2yqr,prot,NMR,1
2yr3,prot,NMR,1
2yra,prot,NMR,1
2yrb,prot,NMR,1
2yrc,prot,NMR,1
2yrd,prot,NMR,1
2yre,prot,NMR,1
2yrg,prot,NMR,1
2yrh,prot,NMR,1
2yrj,prot,NMR,1
2yrk,prot,NMR,1
2yrl,prot,NMR,1
2yrm,prot,NMR,1
2yrn,prot,NMR,1
2yro,prot,NMR,1
2yrp,prot,NMR,1
2yrq,prot,NMR,1
2yrt,prot,NMR,1
2yru,prot,NMR,1
2yrv,prot,NMR,1
2yry,prot,NMR,1
2yrz,prot,NMR,1
2ys0,prot,NMR,1
2ys1,prot,NMR,1
2ys2,prot,NMR,1
2ys3,prot,NMR,1
2ys4,prot,NMR,1
2ys5,prot,NMR,1
2ys8,prot,NMR,1
2ys9,prot,NMR,1
2ysa,prot,NMR,1
2ysb,prot,NMR,1
2ysc,prot,NMR,1
2ysd,prot,NMR,1
2yse,prot,NMR,1
2ysf,prot,NMR,1
2ysg,prot,NMR,1
2ysh,prot,NMR,1
2ysi,prot,NMR,1
2ysj,prot,NMR,1
2ysl,prot,NMR,1
2ysm,prot,NMR,1
2yso,prot,NMR,1
2ysp,prot,NMR,1
2ysq,prot,NMR,1
2ysr,prot,NMR,1
2yst,prot,NMR,1
2ysv,prot,NMR,1
2ysx,prot,NMR,1
2ysz,prot,NMR,1
2yt0,prot,NMR,1
2yt1,prot,NMR,1
2yt2,prot,NMR,1
2yt5,prot,NMR,1
2yt6,prot,NMR,1
2yt7,prot,NMR,1
2yt8,prot,NMR,1
2yt9,prot,NMR,1
2yta,prot,NMR,1
2ytb,prot,NMR,1
2ytc,prot,NMR,1
2ytd,prot,NMR,1
2yte,prot,NMR,1
2ytf,prot,NMR,1
2ytg,prot,NMR,1
2yth,prot,NMR,1
2yti,prot,NMR,1
2ytj,prot,NMR,1
2ytk,prot,NMR,1
2ytm,prot,NMR,1
2ytn,prot,NMR,1
2yto,prot,NMR,1
2ytp,prot,NMR,1
2ytq,prot,NMR,1
2ytr,prot,NMR,1
2yts,prot,NMR,1
2ytt,prot,NMR,1
2ytu,prot,NMR,1
2ytv,prot,NMR,1
2ytw,prot,NMR,1
2ytx,prot,NMR,1
2yty,prot,NMR,1
2yu0,prot,NMR,1
2yu3,prot,NMR,1
2yu4,prot,NMR,1
2yu5,prot,NMR,1
2yu6,prot,NMR,1
2yu7,prot,NMR,1
2yu8,prot,NMR,1
2yua,prot,NMR,1
2yub,prot,NMR,1
2yuc,prot,NMR,1
2yud,prot,NMR,1
2yue,prot,NMR,1
2yuf,prot,NMR,1
2yug,prot,NMR,1
2yuh,prot,NMR,1
2yui,prot,NMR,1
2yuj,prot,NMR,1
2yuk,prot,NMR,1
2yul,prot,NMR,1
2yum,prot,NMR,1
2yun,prot,NMR,1
2yuo,prot,NMR,1
2yup,prot,NMR,1
2yuq,prot,NMR,1
2yur,prot,NMR,1
2yus,prot,NMR,1
2yuu,prot,NMR,1
2yuv,prot,NMR,1
2yuw,prot,NMR,1
2yux,prot,NMR,1
2yuy,prot,NMR,1
2yuz,prot,NMR,1
2yw5,prot,NMR,1
2yyf,prot,NMR,1
2yz0,prot,NMR,1
2z2d,prot,NMR,1
2z3s,prot,NMR,1
2z4d,prot,NMR,1
2z4f,prot,NMR,1
2z59,prot,NMR,1
2z5v,prot,NMR,1
2zaj,prot,NMR,1
2znf,prot,NMR,1
3ait,prot,NMR,1
3aiy,prot,NMR,1
3alc,prot,NMR,1
3ayk,prot,NMR,1
3bbg,prot,NMR,1
3bdo,prot,NMR,1
3btb,prot,NMR,1
3ci2,prot,NMR,1
3cmh,prot,NMR,1
3crd,prot,NMR,1
3cti,prot,NMR,1
3ctn,prot,NMR,1
3cys,prot,NMR,1
3egf,prot,NMR,1
3eza,prot,NMR,1
3ezb,prot,NMR,1
3eze,prot,NMR,1
3gb1,prot,NMR,1
3gbq,prot,NMR,1
3gcc,prot,NMR,1
3gf1,prot,NMR,1
3grx,prot,NMR,1
3hck,prot,NMR,1
3hsf,prot,NMR,1
3ifb,prot,NMR,1
3j07,prot,NMR,1
3leu,prot,NMR,1
3lri,prot,NMR,1
3mef,prot,NMR,1
3mra,prot,NMR,1
3msp,prot,NMR,1
3ncm,prot,NMR,1
3nla,prot,NMR,1
3pat,prot,NMR,1
3pdz,prot,NMR,1
3phy,prot,NMR,1
3rdn,prot,NMR,1
3rpb,prot,NMR,1
3sak,prot,NMR,1
3tgf,prot,NMR,1
3trx,prot,NMR,1
3usn,prot,NMR,1
3zbe,prot,NMR,1
3zd0,prot,NMR,1
3zeh,prot,NMR,1
3zfj,prot,NMR,1
3zg4,prot,NMR,1
3zgk,prot,NMR,1
3zgp,prot,NMR,1
3zj1,prot,NMR,1
3zj2,prot,NMR,1
3zkt,prot,NMR,1
3znf,prot,NMR,1
3zob,prot,NMR,1
3zpd,prot,NMR,1
3zpk,prot,NMR,1
3zpm,prot,NMR,1
3zqd,prot,NMR,1
3ztg,prot,NMR,1
3zua,prot,NMR,1
4a1m,prot,NMR,1
4a24,prot,NMR,1
4a4e,prot,NMR,1
4a4f,prot,NMR,1
4a4g,prot,NMR,1
4a4h,prot,NMR,1
4a52,prot,NMR,1
4a53,prot,NMR,1
4a54,prot,NMR,1
4a5v,prot,NMR,1
4aai,prot,NMR,1
4ait,prot,NMR,1
4aiy,prot,NMR,1
4aka,prot,NMR,1
4aog,prot,NMR,1
4apd,prot,NMR,1
4aqz,prot,NMR,1
4ar0,prot,NMR,1
4asv,prot,NMR,1
4asw,prot,NMR,1
4axp,prot,NMR,1
4ayk,prot,NMR,1
4b19,prot,NMR,1
4b1q,prot,NMR,1
4b2r,prot,NMR,1
4b2s,prot,NMR,1
4b2u,prot,NMR,1
4b2v,prot,NMR,1
4b6u,prot,NMR,1
4b6v,prot,NMR,1
4ba8,prot,NMR,1
4bd3,prot,NMR,1
4beh,prot,NMR,1
4bf8,prot,NMR,1
4bh9,prot,NMR,1
4bhp,prot,NMR,1
4bit,prot,NMR,1
4bmf,prot,NMR,1
4bwh,prot,NMR,1
4bxl,prot,NMR,1
4bxu,prot,NMR,1
4bya,prot,NMR,1
4c26,prot,NMR,1
4c7q,prot,NMR,1
4ca3,prot,NMR,1
4ca9,prot,NMR,1
4ch0,prot,NMR,1
4cpg,prot,NMR,1
4crp,prot,NMR,1
4csq,prot,NMR,1
4cyk,prot,NMR,1
4cz3,prot,NMR,1
4cz4,prot,NMR,1
4d4w,prot,NMR,1
4d7x,prot,NMR,1
4gbq,prot,NMR,1
4hck,prot,NMR,1
4hir,prot,NMR,1
4tgf,prot,NMR,1
4trx,prot,NMR,1
4uei,prot,NMR,1
4uet,prot,NMR,1
4ull,prot,NMR,1
4uqt,prot,NMR,1
4uzm,prot,NMR,1
4uzw,prot,NMR,1
4uzx,prot,NMR,1
4v10,prot,NMR,1
4znf,prot,NMR,1
5a3g,prot,NMR,1
5a4g,prot,NMR,1
5a4h,prot,NMR,1
5aaq,prot,NMR,1
5aas,prot,NMR,1
5aay,prot,NMR,1
5aaz,prot,NMR,1
5abk,prot,NMR,1
5agq,prot,NMR,1
5aht,prot,NMR,1
5aiw,prot,NMR,1
5aiy,prot,NMR,1
5aj1,prot,NMR,1
5b7a,prot,NMR,1
5b7x,prot,NMR,1
5b88,prot,NMR,1
5frf,prot,NMR,1
5frg,prot,NMR,1
5frh,prot,NMR,1
5fzv,prot,NMR,1
5fzw,prot,NMR,1
5fzx,prot,NMR,1
5gaj,prot,NMR,1
5gcn,prot,NMR,1
5ggm,prot,NMR,1
5ghb,prot,NMR,1
5ghc,prot,NMR,1
5ghd,prot,NMR,1
5giw,prot,NMR,1
5gjj,prot,NMR,1
5gjl,prot,NMR,1
5go0,prot,NMR,1
5gow,prot,NMR,1
5gph,prot,NMR,1
5gqs,prot,NMR,1
5gsf,prot,NMR,1
5gvo,prot,NMR,1
5gvq,prot,NMR,1
5gwg,prot,NMR,1
5gwm,prot,NMR,1
5h1h,prot,NMR,1
5h1i,prot,NMR,1
5h2s,prot,NMR,1
5h3m,prot,NMR,1
5h3n,prot,NMR,1
5h7p,prot,NMR,1
5h7u,prot,NMR,1
5hck,prot,NMR,1
5hir,prot,NMR,1
5hou,prot,NMR,1
5hp0,prot,NMR,1
5hpd,prot,NMR,1
5huz,prot,NMR,1
5hv8,prot,NMR,1
5hvc,prot,NMR,1
5i1r,prot,NMR,1
5i1x,prot,NMR,1
5i22,prot,NMR,1
5i2p,prot,NMR,1
5i65,prot,NMR,1
5i8n,prot,NMR,1
5iay,prot,NMR,1
5iaz,prot,NMR,1
5id3,prot,NMR,1
5id5,prot,NMR,1
5ie8,prot,NMR,1
5ieb,prot,NMR,1
5iec,prot,NMR,1
5iej,prot,NMR,1
5iew,prot,NMR,1
5iir,prot,NMR,1
5iiv,prot,NMR,1
5ij4,prot,NMR,1
5im8,prot,NMR,1
5ion,prot,NMR,1
5ipo,prot,NMR,1
5iq5,prot,NMR,1
5ird,prot,NMR,1
5irt,prot,NMR,1
5isn,prot,NMR,1
5ix5,prot,NMR,1
5ix9,prot,NMR,1
5ixf,prot,NMR,1
5izb,prot,NMR,1
5j17,prot,NMR,1
5j18,prot,NMR,1
5j2r,prot,NMR,1
5j6t,prot,NMR,1
5j6v,prot,NMR,1
5j6w,prot,NMR,1
5j6z,prot,NMR,1
5j7j,prot,NMR,1
5j8h,prot,NMR,1
5j8t,prot,NMR,1
5jdp,prot,NMR,1
5jdx,prot,NMR,1
5jhi,prot,NMR,1
5jhj,prot,NMR,1
5ji4,prot,NMR,1
5jn6,prot,NMR,1
5joj,prot,NMR,1
5jol,prot,NMR,1
5jpl,prot,NMR,1
5jpw,prot,NMR,1
5jpx,prot,NMR,1
5jr0,prot,NMR,1
5js7,prot,NMR,1
5js8,prot,NMR,1
5jtk,prot,NMR,1
5jtl,prot,NMR,1
5jtm,prot,NMR,1
5jtn,prot,NMR,1
5jto,prot,NMR,1
5jtp,prot,NMR,1
5jtq,prot,NMR,1
5jtr,prot,NMR,1
5jwj,prot,NMR,1
5jxv,prot,NMR,1
5jyh,prot,NMR,1
5jyn,prot,NMR,1
5jyt,prot,NMR,1
5jyu,prot,NMR,1
5jyv,prot,NMR,1
5jzr,prot,NMR,1
5k57,prot,NMR,1
5k5f,prot,NMR,1
5k5g,prot,NMR,1
5k6p,prot,NMR,1
5kes,prot,NMR,1
5kgq,prot,NMR,1
5kgy,prot,NMR,1
5kgz,prot,NMR,1
5khb,prot,NMR,1
5ki0,prot,NMR,1
5kiz,prot,NMR,1
5kj3,prot,NMR,1
5kjg,prot,NMR,1
5kk3,prot,NMR,1
5kk9,prot,NMR,1
5kkm,prot,NMR,1
5knw,prot,NMR,1
5kp0,prot,NMR,1
5kpe,prot,NMR,1
5kph,prot,NMR,1
5kqb,prot,NMR,1
5kqc,prot,NMR,1
5kqj,prot,NMR,1
5krw,prot,NMR,1
5ks5,prot,NMR,1
5ks6,prot,NMR,1
5ktf,prot,NMR,1
5kvn,prot,NMR,1
5kvp,prot,NMR,1
5kwo,prot,NMR,1
5kwp,prot,NMR,1
5kwx,prot,NMR,1
5kwz,prot,NMR,1
5kx0,prot,NMR,1
5kx1,prot,NMR,1
5kx2,prot,NMR,1
5kzo,prot,NMR,1
5l1c,prot,NMR,1
5l34,prot,NMR,1
5l3l,prot,NMR,1
5l3m,prot,NMR,1
5l3n,prot,NMR,1
5l6r,prot,NMR,1
5l7b,prot,NMR,1
5l7m,prot,NMR,1
5l82,prot,NMR,1
5l85,prot,NMR,1
5lah,prot,NMR,1
5lam,prot,NMR,1
5lao,prot,NMR,1
5lbj,prot,NMR,1
5lcb,prot,NMR,1
5lci,prot,NMR,1
5lcs,prot,NMR,1
5ldl,prot,NMR,1
5lff,prot,NMR,1
5lfh,prot,NMR,1
5lfi,prot,NMR,1
5lfy,prot,NMR,1
5lg0,prot,NMR,1
5lg7,prot,NMR,1
5lg9,prot,NMR,1
5lgf,prot,NMR,1
5lgm,prot,NMR,1
5lkn,prot,NMR,1
5lm0,prot,NMR,1
5lme,prot,NMR,1
5lmy,prot,NMR,1
5lnf,prot,NMR,1
5lo2,prot,NMR,1
5lo3,prot,NMR,1
5lo4,prot,NMR,1
5lqv,prot,NMR,1
5lsd,prot,NMR,1
5lue,prot,NMR,1
5lv6,prot,NMR,1
5lvf,prot,NMR,1
5lvy,prot,NMR,1
5lw4,prot,NMR,1
5lw8,prot,NMR,1
5lwc,prot,NMR,1
5lxj,prot,NMR,1
5lxk,prot,NMR,1
5lxl,prot,NMR,1
5m0a,prot,NMR,1
5m1g,prot,NMR,1
5m1h,prot,NMR,1
5m1u,prot,NMR,1
5m4t,prot,NMR,1
5m9d,prot,NMR,1
5m9u,prot,NMR,1
5m9y,prot,NMR,1
5m9z,prot,NMR,1
5mcs,prot,NMR,1
5mf3,prot,NMR,1
5mf8,prot,NMR,1
5mf9,prot,NMR,1
5mfy,prot,NMR,1
5mgq,prot,NMR,1
5mhd,prot,NMR,1
5miz,prot,NMR,1
5ml1,prot,NMR,1
5mmc,prot,NMR,1
5mmk,prot,NMR,1
5mml,prot,NMR,1
5mmu,prot,NMR,1
5mn3,prot,NMR,1
5mnw,prot,NMR,1
5mou,prot,NMR,1
5mqx,prot,NMR,1
5mrg,prot,NMR,1
5ms9,prot,NMR,1
5msl,prot,NMR,1
5mti,prot,NMR,1
5mwq,prot,NMR,1
5mwv,prot,NMR,1
5mww,prot,NMR,1
5mxl,prot,NMR,1
5mxs,prot,NMR,1
5mxt,prot,NMR,1
5mye,prot,NMR,1
5n14,prot,NMR,1
5n2o,prot,NMR,1
5n5a,prot,NMR,1
5n5b,prot,NMR,1
5n6r,prot,NMR,1
5n7y,prot,NMR,1
5n9q,prot,NMR,1
5n9u,prot,NMR,1
5n9v,prot,NMR,1
5nam,prot,NMR,1
5nao,prot,NMR,1
5nb9,prot,NMR,1
5nbb,prot,NMR,1
5nca,prot,NMR,1
5nce,prot,NMR,1
5nda,prot,NMR,1
5nf8,prot,NMR,1
5nhq,prot,NMR,1
5niq,prot,NMR,1
5nko,prot,NMR,1
5nmy,prot,NMR,1
5noc,prot,NMR,1
5npa,prot,NMR,1
5npg,prot,NMR,1
5npn,prot,NMR,1
5nq4,prot,NMR,1
5nr5,prot,NMR,1
5nr6,prot,NMR,1
5nvb,prot,NMR,1
5nvp,prot,NMR,1
5nwm,prot,NMR,1
5nwu,prot,NMR,1
5nwv,prot,NMR,1
5nww,prot,NMR,1
5nz9,prot,NMR,1
5o1q,prot,NMR,1
5o1t,prot,NMR,1
5o2m,prot,NMR,1
5o2p,prot,NMR,1
5o2q,prot,NMR,1
5o2v,prot,NMR,1
5o2y,prot,NMR,1
5o57,prot,NMR,1
5o6f,prot,NMR,1
5o7j,prot,NMR,1
5o9b,prot,NMR,1
5oao,prot,NMR,1
5oap,prot,NMR,1
5oay,prot,NMR,1
5ob4,prot,NMR,1
5obn,prot,NMR,1
5odd,prot,NMR,1
5oek,prot,NMR,1
5oeo,prot,NMR,1
5ogu,prot,NMR,1
5ohd,prot,NMR,1
5ojt,prot,NMR,1
5olf,prot,NMR,1
5omz,prot,NMR,1
5oqk,prot,NMR,1
5oqs,prot,NMR,1
5oun,prot,NMR,1
5ovm,prot,NMR,1
5owi,prot,NMR,1
5owj,prot,NMR,1
5sxy,prot,NMR,1
5syq,prot,NMR,1
5szw,prot,NMR,1
5t0x,prot,NMR,1
5t17,prot,NMR,1
5t1n,prot,NMR,1
5t1o,prot,NMR,1
5t3m,prot,NMR,1
5t3y,prot,NMR,1
5t42,prot,NMR,1
5t43,prot,NMR,1
5t4r,prot,NMR,1
5t56,prot,NMR,1
5t7c,prot,NMR,1
5t7q,prot,NMR,1
5t82,prot,NMR,1
5t8a,prot,NMR,1
5tbg,prot,NMR,1
5tbn,prot,NMR,1
5tbq,prot,NMR,1
5tbr,prot,NMR,1
5tce,prot,NMR,1
5tcz,prot,NMR,1
5tgw,prot,NMR,1
5tgy,prot,NMR,1
5tj1,prot,NMR,1
5tlq,prot,NMR,1
5tlr,prot,NMR,1
5tm0,prot,NMR,1
5tmx,prot,NMR,1
5tn0,prot,NMR,1
5tn2,prot,NMR,1
5tp5,prot,NMR,1
5tp6,prot,NMR,1
5tr5,prot,NMR,1
5ttb,prot,NMR,1
5ttt,prot,NMR,1
5tvz,prot,NMR,1
5twi,prot,NMR,1
5tww,prot,NMR,1
5tx8,prot,NMR,1
5u3h,prot,NMR,1
5u4k,prot,NMR,1
5u5s,prot,NMR,1
5u6h,prot,NMR,1
5u6l,prot,NMR,1
5u87,prot,NMR,1
5u9q,prot,NMR,1
5u9r,prot,NMR,1
5u9s,prot,NMR,1
5u9v,prot,NMR,1
5u9x,prot,NMR,1
5u9y,prot,NMR,1
5ua6,prot,NMR,1
5ua7,prot,NMR,1
5ua8,prot,NMR,1
5ub0,prot,NMR,1
5ubs,prot,NMR,1
5uce,prot,NMR,1
5ucf,prot,NMR,1
5ue2,prot,NMR,1
5ue5,prot,NMR,1
5ug3,prot,NMR,1
5ug5,prot,NMR,1
5ugk,prot,NMR,1
5uhu,prot,NMR,1
5ui6,prot,NMR,1
5ui7,prot,NMR,1
5uj5,prot,NMR,1
5ujg,prot,NMR,1
5ujh,prot,NMR,1
5ujl,prot,NMR,1
5ujn,prot,NMR,1
5ujq,prot,NMR,1
5ujr,prot,NMR,1
5uk6,prot,NMR,1
5uke,prot,NMR,1
5ukz,prot,NMR,1
5unk,prot,NMR,1
5uoi,prot,NMR,1
5up1,prot,NMR,1
5up5,prot,NMR,1
5urn,prot,NMR,1
5us3,prot,NMR,1
5us5,prot,NMR,1
5utg,prot,NMR,1
5utv,prot,NMR,1
5uy2,prot,NMR,1
5uyo,prot,NMR,1
5uzl,prot,NMR,1
5v0y,prot,NMR,1
5v11,prot,NMR,1
5v1e,prot,NMR,1
5v2b,prot,NMR,1
5v2g,prot,NMR,1
5v4c,prot,NMR,1
5v4u,prot,NMR,1
5v7z,prot,NMR,1
5vav,prot,NMR,1
5vey,prot,NMR,1
5vf0,prot,NMR,1
5vfk,prot,NMR,1
5vfw,prot,NMR,1
5vj8,prot,NMR,1
5vkg,prot,NMR,1
5vkv,prot,NMR,1
5vl6,prot,NMR,1
5vln,prot,NMR,1
5vnt,prot,NMR,1
5vo7,prot,NMR,1
5vr1,prot,NMR,1
